Start report at 10: 58:59 PM,10,iterations,5,generations, kValue:,35,Inherit ELO:,True,ELO cutoff:,1000
Iteration, Generation, Total correct guesses, Total wrong guesses, Average rating difference correct guesses, Standard deviation, Average predicted outcome difference correct guesses, Standard deviation, Average rating difference wrong guesses, Standard deviation, Average predicted outcome difference wrong guesses, Standard deviation
4,Average,16457,7798,387.160390885197,190.557706649754,0.731146380599285,0.214704960814535,70.0249494529969,128.669701556728,0.161005985581913,0.228468942685458,
5,0,3581,1270,275.843063757579,113.917844539776,0.623460767761513,0.234770757215514,24.2058675559357,16.2362857743836,0.0693901322970453,0.0463538501430532,
5,1,3610,1241,363.81411724201,139.395621947239,0.733434327232475,0.170247072437194,16.6946838396152,15.4519818566373,0.0478803444053034,0.0441214832444465,
5,2,3144,1707,319.823894943581,167.452091321567,0.651357233087685,0.267372958060523,66.0321594169209,103.020144262833,0.163322006013688,0.210900322893115,
5,3,3103,1748,454.819846289815,211.08992737557,0.78142342456118,0.228136217421704,108.944946176268,177.114139984876,0.226328874509316,0.298754902282811,
5,4,3154,1697,326.178926753848,187.190433995873,0.642117673261172,0.294727614744205,71.852049024258,89.1490101766906,0.185633292183112,0.188729855939166,
5,Average,16592,7663,346.357498691,175.745304049833,0.685762662691051,0.248241778160735,62.1878042119232,111.620448061311,0.148372466288219,0.20794224512193,
6,0,2669,2182,300.612551915147,74.6381574949704,0.682389988050651,0.140650903570696,28.9018159862523,35.6425895190638,0.0809666215356948,0.0903954865683096,
6,1,2556,2295,265.933433334405,141.907272876894,0.591476625742188,0.218548218287779,48.8641680770516,113.502672787837,0.110503058413111,0.208613587285102,
6,2,2742,2109,234.942821974056,206.94348117466,0.488562855472047,0.271961217249886,82.4864099181866,114.665930201922,0.20163495611902,0.240349837541398,
6,3,3646,1205,333.438246076884,207.597205698066,0.655142373035796,0.235354091468118,90.0593483444599,116.017242284214,0.220715166219039,0.250264329136483,
6,4,3188,1663,246.888188918884,205.395748470904,0.506502576828908,0.277490485820584,126.162522720737,177.212977976039,0.270521789675406,0.290942762671387,
6,Average,14801,9454,278.972323896147,183.151136842427,0.586185513832013,0.248447703711787,70.6051043765548,121.37670846139,0.166211267318398,0.230680420668152,
7,0,4063,788,262.40370444587,216.67308813371,0.519054724808776,0.330567312682266,32.9313520566358,33.6089980030468,0.0930559498591368,0.0910519085674856,
7,1,3307,1544,320.880155970437,204.382871762348,0.623870026888818,0.267383307637797,67.4646552232258,110.18136710655,0.163300818422717,0.2254390869582,
7,2,3199,1652,320.248752803875,197.360787754433,0.632826561201268,0.260953804693197,79.4622058858204,121.636126393493,0.189027732441281,0.234760909081873,
7,3,2820,2031,258.813892940932,196.480221618142,0.525796486923295,0.310049561458968,88.1106290614192,138.658155903515,0.201639295530345,0.269583021947306,
7,4,3183,1668,325.259800091946,187.109175262664,0.647779611356613,0.261660198445398,81.6905420995706,105.99108788563,0.204440774524203,0.232594368659504,
7,Average,16572,7683,296.701050504676,203.891125282907,0.587804627756097,0.294731411136766,75.0487321429771,116.234937755185,0.180694388553322,0.234463059407835,
8,0,3047,1804,339.915225855639,201.349853772643,0.650329458544373,0.301252602154376,33.6930045535646,38.3515478187052,0.0941187084111858,0.0956028733385318,
8,1,2490,2361,212.149920914761,142.248676631832,0.485976167045079,0.258174926600928,95.7808896512442,85.1259058635503,0.252231301090629,0.205449592981338,
8,2,2764,2087,280.953303653295,132.384413605535,0.619562721015997,0.222019514942841,106.688223783434,103.425005420546,0.271404647960239,0.236248759448659,
8,3,2870,1981,336.704581612645,175.317674115129,0.668403898615146,0.266558323575017,114.162643995659,140.54810160436,0.267637672924182,0.274065944591239,
8,4,3110,1741,276.273442740413,163.072362167601,0.588308698570399,0.266762851410619,103.480472179814,132.971160998538,0.245258377442332,0.262564897470816,
8,Average,14281,9974,291.722042133503,172.10090984532,0.605844486982325,0.272247987700159,91.8282417824046,109.60534382026,0.229488150925574,0.233265320729434,
9,0,3013,1838,173.961178391193,85.3876387614234,0.442733958914329,0.198947379659618,54.8376305417526,64.8050854596016,0.147711773944764,0.14943214166982,
9,1,3111,1740,239.323634148175,79.582111486564,0.578006959400493,0.160994246150706,48.4836733062854,68.6653817146266,0.129354134624866,0.166491537752032,
9,2,3214,1637,381.012774550202,232.905852794689,0.676743403279023,0.297824691929754,44.3720462074996,75.4125769015889,0.115522769075628,0.173346817819858,
9,3,3325,1526,481.367363037206,179.073229231146,0.831936078351754,0.144249933755916,28.6220316003971,73.0923869862854,0.0703277702458671,0.119903788848196,
9,4,2734,2117,386.124433881816,159.322943061154,0.743814026422997,0.243210709893786,71.6284475335108,126.502853374491,0.165702776324579,0.235417117242206,
9,Average,15397,8858,334.446099763823,194.726834843445,0.65642432784326,0.254494195355939,51.1520478416127,88.2831627525149,0.129125554595719,0.179930149077902,
Average,,147983,94567,327.622905831859,189.638430850285,0.650242476014116,0.258476885411344,63.5474237029148,105.511829474378,0.155619179414424,0.210626750524967,
