Start report at 11: 06:27 PM,10,iterations,5,generations, kValue:,50,Inherit ELO:,True,ELO cutoff:,1000
Iteration, Generation, Total correct guesses, Total wrong guesses, Average rating difference correct guesses, Standard deviation, Average predicted outcome difference correct guesses, Standard deviation, Average rating difference wrong guesses, Standard deviation, Average predicted outcome difference wrong guesses, Standard deviation
3,2,2552,2299,277.439218793588,179.040846967735,0.577458813612892,0.27382897666072,82.2881353150123,150.16736727815,0.181157544933938,0.242632191683833,
3,3,2840,2011,411.423954204162,172.629720381033,0.760040794180445,0.23677521762105,54.4672889530341,134.763550993328,0.114018914362538,0.238964416338067,
3,4,2768,2083,451.702174109708,167.57560169145,0.808607647899325,0.174002516471491,75.8809577221231,132.550499461697,0.173447565543133,0.25165626096528,
3,Average,13357,10898,372.521588249486,193.39558770257,0.711455923116206,0.224241143839838,53.9630181553655,111.895352816793,0.126256996122575,0.201555175604762,
4,0,3223,1628,306.653404190485,123.52203027437,0.665368597792524,0.216471041045863,89.0305091496513,177.070215136621,0.176259363934967,0.256032886522571,
4,1,3343,1508,382.596406649479,193.879461645538,0.715108420060234,0.240543015845826,57.5677371327279,105.417534793808,0.139266831288901,0.202980243218724,
4,2,3490,1361,325.132709149126,135.753257623736,0.686443925371989,0.1980969791916,59.7378447753354,100.99793345973,0.146951271806779,0.195049316242925,
4,3,3143,1708,428.677826236052,347.69507353253,0.649307313274809,0.323684670936067,76.5035978974788,124.433515881735,0.180096472615727,0.237972311036012,
4,4,3421,1430,348.400365481376,305.517972285244,0.598041153048487,0.294803389158552,103.211010594342,135.702095076383,0.243865166655601,0.225526680397524,
4,Average,16620,7635,357.478274502847,241.428004828892,0.662903213519642,0.261218275403212,77.44818776553,133.786182814387,0.177249151348263,0.228853246199841,
5,0,3512,1339,310.053056511547,138.626601032977,0.658879166074687,0.269799007797591,29.0940591749779,17.4987621411012,0.083327527394239,0.0499001714104567,
5,1,2732,2119,261.951435525188,130.947082579192,0.587937465685274,0.22802053159151,45.22738482596,87.3017770136892,0.112578452669656,0.176001143561059,
5,2,2998,1853,441.416930553125,239.792564297385,0.743933664861609,0.246954124289552,21.9171474861925,53.5061243871446,0.0574296196087158,0.0967408170993955,
5,3,3329,1522,472.357937844972,272.452327075781,0.75721302396515,0.244463100840451,44.8620457144993,87.3400267816018,0.11166796548588,0.183029406020323,
5,4,2722,2129,357.693962350009,213.17717926038,0.669240314648886,0.275107108416795,73.7377363239892,144.791287050627,0.159960048718555,0.241183851943497,
5,Average,15293,8962,371.022569458201,221.840466226201,0.686129353823049,0.261034566533548,44.7080921875316,95.1821725237589,0.107906714205998,0.174377291501805,
6,0,3226,1625,409.724397780819,224.790063521912,0.732270557043796,0.205169151843928,31.470829797733,36.9585033383786,0.0884478952249682,0.0974841717862263,
6,1,3389,1462,405.234163025049,135.677056119479,0.782474456284955,0.149915719431758,18.4304062022183,34.5134383532185,0.0511409657968088,0.0840072147863349,
6,2,3390,1461,501.197138119468,170.355859269843,0.850500636713376,0.122871680213446,17.0561697124026,32.2519884532985,0.0472538193935174,0.0782006273892563,
6,3,2859,1992,281.301457890731,198.919478195147,0.562693969150447,0.304781858737934,93.2015814252812,155.448893949692,0.203502979867841,0.278327651956128,
6,4,2924,1927,295.635870913298,189.889188247399,0.600211152813143,0.273921186677257,146.218017499953,200.521455980664,0.302434647510664,0.287844148209926,
6,Average,15788,8467,384.016210958824,202.209410968554,0.71326750547619,0.242907046978772,67.3702711893641,134.733498577147,0.150667680821923,0.226665441327487,
7,0,2817,2034,306.568494135407,113.287632677365,0.670347481678122,0.208305544244578,56.6499312221731,104.836513894287,0.136396764180699,0.191314913290685,
7,1,3305,1546,283.406095372807,176.85149296951,0.591605086715386,0.254298876977179,100.85072722053,139.419146634627,0.234382320594781,0.258450402593078,
7,2,3539,1312,355.739186611612,238.699593526631,0.648684094473708,0.276077437301207,76.9389403509374,117.463238513533,0.184843139779479,0.232926730088433,
7,3,3282,1569,314.095165739326,165.632468762225,0.660851122201755,0.203327449524923,118.027517735945,176.512350233432,0.252654266020894,0.279337097987506,
7,4,3464,1387,497.262860639579,176.271896445921,0.837025030875881,0.177766806481573,64.0896968202845,137.003000722433,0.139098199223371,0.232301317708936,
7,Average,16407,7848,354.275641970929,197.191341902177,0.683103843959548,0.242754862772788,82.3346915069701,138.156891485758,0.187518352584524,0.243362973737655,
8,0,3405,1446,343.540899104214,189.825785528329,0.683760595912359,0.220372398434274,39.8378493708793,33.6622557279907,0.112395094599738,0.0871409287069689,
8,1,2519,2332,440.043448378488,139.028826687976,0.806929626597223,0.196833332056581,38.7303359788289,111.198688362368,0.0837224331394169,0.195676514479877,
8,2,2797,2054,328.061177921242,202.658040926348,0.635511588358441,0.290271611397687,72.1232348581275,100.961127997151,0.181219206824991,0.215269317069321,
8,3,3286,1565,346.650747379718,242.066507644425,0.640651515320228,0.259498502213337,76.2977054235692,124.386068212847,0.179396109877113,0.221656088857516,
8,4,3291,1560,330.88996589956,162.712416739702,0.678251116171826,0.203130562211173,89.9977555119539,143.595468324042,0.203408473267854,0.24363151291995,
8,Average,15298,8957,354.547428175329,196.180387053044,0.684775249953081,0.243440713614043,62.059641138556,111.580814127714,0.148270671200894,0.207325799051456,
9,0,3168,1683,319.968131481312,105.267601726902,0.696090691472623,0.157558774869204,32.5092558685892,20.7484977914204,0.0929402203793758,0.058906347310197,
9,1,3166,1685,361.710152066701,159.881213837477,0.717404611057659,0.205212084331331,52.1676865044657,103.489064034983,0.124484688013873,0.193411234118053,
9,2,3236,1615,323.313227219522,235.809605812357,0.616790383684391,0.254432814810721,57.7875172638921,81.4854808277615,0.150028898267991,0.1746886628463,
9,3,3475,1376,415.311267664729,225.244663767315,0.730196725852067,0.249779501304281,140.482853204642,232.259096608676,0.254492743537238,0.320068708504349,
9,4,3301,1550,366.640798656277,243.499245901809,0.655320518562572,0.284117178443564,106.634093131769,172.539939878673,0.22524366345276,0.289810028678292,
9,Average,16346,7909,358.40957523294,205.184911660585,0.683537173920679,0.238970351892446,75.1712884222883,142.991455924779,0.165353578753785,0.229842912382189,
Average,,154196,88354,358.328168345368,211.114025584923,0.680082749093201,0.251145768439928,66.5161483818357,125.047185286734,0.153564207746147,0.217657658403135,
