Start report at 10: 32:37 PM,10,iterations,5,generations, kValue:,25,Inherit ELO:,False,ELO cutoff:,1000
Iteration, Generation, Total correct guesses, Total wrong guesses, Average rating difference correct guesses, Standard deviation, Average predicted outcome difference correct guesses, Standard deviation, Average rating difference wrong guesses, Standard deviation, Average predicted outcome difference wrong guesses, Standard deviation
2,1,2955,1896,168.4270464597,80.2410917730424,0.432080310833299,0.17878719901413,49.4445350478377,83.258549617163,0.126906145769391,0.192011618978485,
2,2,3724,1127,184.639703600113,99.5664990059438,0.45969925964004,0.234395752874771,36.2736508782353,88.9652901549218,0.0865124845397681,0.181337662381255,
2,3,2124,2727,171.161041294918,106.773203027144,0.423923836198302,0.209395670707406,50.8431904431474,63.6076114955766,0.136608636703724,0.142291786143439,
2,4,2698,2153,158.917546852363,100.154018019372,0.400558481534985,0.203046884574076,48.1169476736561,71.0765597725331,0.127197894464697,0.166441290551456,
2,Average,14364,9891,170.572321073808,94.2452854756868,0.430429416664384,0.206043796988579,47.3945642574131,71.3755969740443,0.124937493733091,0.162711417984388,
3,0,3674,1177,171.252575617841,130.02848015097,0.412258557200665,0.306376662158374,28.5748800610292,18.3341875782656,0.0818201400374563,0.0522580257075317,
3,1,4225,626,183.173210817061,121.103172438105,0.444301943218568,0.285599938432083,16.2419080407517,13.9701933827968,0.0466141534534765,0.0399596510183746,
3,2,3746,1105,209.52191522156,189.489132276128,0.449196200075801,0.322432871837868,35.3815763085565,38.0934117073366,0.099157953860339,0.0988684885909548,
3,3,2700,2151,200.70334379538,72.9628748970826,0.505490739959701,0.165278472297463,26.6891618780478,48.2316156698889,0.0722958066698525,0.109328829512356,
3,4,4131,720,174.633008933083,118.698327473378,0.426717161241603,0.277516347416698,34.8460090202176,53.5596716484187,0.0939882725011338,0.119560477739875,
3,Average,18476,5779,186.797242968829,134.688625490157,0.443932464046218,0.283607627849449,28.6198691435428,40.2727320329694,0.0792926354471892,0.0952140112074498,
4,0,2901,1950,292.605048345862,157.696152257802,0.625122251289555,0.229706544681998,30.5614802085473,31.5158076844985,0.0863830556944359,0.0844314291622302,
4,1,3879,972,200.886185315797,190.379166086109,0.431051607858311,0.326835931406957,35.3946593783551,37.9282084225603,0.0992525329111423,0.0990062750122419,
4,2,4147,704,144.579492065144,136.792133202164,0.346361924352059,0.321026219543946,26.7915535594386,17.4376454242997,0.0767522071975321,0.0497360912871032,
4,3,3925,926,94.0491661423668,102.797869484622,0.241541465081665,0.257101264577107,58.5247452316608,86.534670594298,0.151218693304317,0.204327379561004,
4,4,3177,1674,249.450476858947,95.8541530875603,0.588944253750954,0.195310356287492,27.9711063384202,58.5798949951337,0.0732028196187254,0.127037257259211,
4,Average,18029,6226,187.991738519892,157.608442461683,0.4293647946516,0.310177402580614,34.3522799748324,52.1099082931054,0.0934025063447455,0.123492546766419,
5,0,3931,920,118.851367220487,109.940522184034,0.301524101336924,0.272870633414572,30.1760314464564,21.3962494249333,0.0862393164866936,0.0604281638817209,
5,1,3972,879,185.666609951152,113.434328535408,0.45389604582912,0.262613900872152,31.6248039894802,22.1089422215656,0.0903566522083563,0.0626645840532478,
5,2,3601,1250,211.09158874449,169.410721692141,0.465290679786323,0.299759077691,90.6877689846681,106.52364121966,0.2278741187149,0.240472507387376,
5,3,3434,1417,128.634960131301,105.453885309602,0.327420941338644,0.25798934704658,74.0005455768002,89.0050102077034,0.191542093622773,0.199314457275647,
5,4,3458,1393,228.512400431938,101.78575823094,0.546786605194019,0.188990778128285,27.2133300835184,27.3331707217888,0.0772808923158228,0.0735516662459215,
5,Average,18396,5859,173.773735818828,129.976044237862,0.417418442466685,0.275306093512261,53.197952680832,73.3332038319688,0.140411972437607,0.168648502779824,
6,0,2712,2139,248.943498581772,100.00718507954,0.585413902567115,0.209453821482415,38.5655043600367,98.3645166543663,0.0892707533330726,0.192383301107823,
6,1,4308,543,159.941441055977,129.959828665066,0.386646455685352,0.305395215642889,15.6382719736974,10.9573966553213,0.0449297475028718,0.0314247851279413,
6,2,4192,659,162.605069284213,129.859763572341,0.392989958397195,0.306576938218263,25.6659382665299,17.3725018351417,0.0735376863414301,0.0495650648408001,
6,3,3847,1004,213.055475531826,109.398353248394,0.513236252446566,0.251188247574781,22.2491983652038,15.9907551012568,0.063795059838366,0.045667879162019,
6,4,2183,2668,115.523241283061,93.895159258397,0.300715254844943,0.234181463462323,54.6068106462873,46.2020054502191,0.151899129065505,0.115909600594592,
6,Average,17242,7013,180.815137266801,123.978896666832,0.436817689649926,0.286868134795474,39.3449614699043,63.4758981164078,0.104538064451303,0.136136732975456,
7,0,3384,1467,239.190847329626,174.76587217999,0.511990774782193,0.298857498678872,102.597296083975,149.834209354141,0.229448305456325,0.282716238611695,
7,1,3545,1306,201.696203451603,122.405244458262,0.482486167162597,0.247707827376,33.3697761008424,74.8553861728056,0.0843518359744917,0.168519366837416,
7,2,3120,1731,186.60786399828,105.687813836201,0.460278406810472,0.243879438364898,27.398624230864,68.4833096437087,0.0693347003586736,0.155217874430133,
7,3,2851,2000,190.127013005523,170.250695132214,0.425369663275206,0.262603844111161,91.4560131648371,112.176676764196,0.228212820043838,0.258333152117848,
7,4,2696,2155,165.216525894979,71.9973532650383,0.428594681878671,0.171106125622209,52.9744962925954,87.4767187703105,0.134624012388361,0.19183785619266,
7,Average,15596,8659,198.392361641807,138.044503868034,0.464688320469704,0.25290637465694,62.2000514293489,106.112854527556,0.151671430302873,0.22738372674562,
8,0,2897,1954,203.045244496199,121.307223509444,0.485534591526465,0.278609005912232,26.9285267770787,16.9679832881874,0.0771607835813624,0.0484366683968358,
8,1,3867,984,224.874710093296,121.407008098682,0.528343171688163,0.262134138029091,22.4842793372335,49.9219761437066,0.0604500140404876,0.125460198947348,
8,2,3184,1667,190.154920599878,81.1059005664157,0.479449023181462,0.170278940120773,40.9038658922488,65.4017784782092,0.10824696632878,0.134502566659454,
8,3,4123,728,105.348908193347,103.33132182886,0.269973454798572,0.252633405525629,43.2251364911868,37.0012393213947,0.121933220157541,0.101288065638879,
8,4,3551,1300,210.758516249591,165.486113809395,0.467756944952032,0.268943373314285,122.527096970004,171.885549832637,0.26342054820937,0.30371015577999,
8,Average,17622,6633,184.202864834282,129.936712522829,0.439812048123894,0.268030569007299,50.3064589264612,93.7871872045846,0.123913278267868,0.178591075816195,
9,0,2930,1921,271.430153097548,102.963660035788,0.622720344868019,0.187110334190668,42.1618296999188,88.6553777061726,0.103043179385912,0.178128888587965,
9,1,2977,1874,240.342642037011,96.2612754169839,0.57256644677021,0.17895304584116,21.8270616058738,24.7439000499476,0.0618757842584744,0.0639602654008345,
9,2,2634,2217,167.753577088429,85.8928494062942,0.428052722452675,0.196587776220311,49.0887882294731,91.3160694282024,0.122219157823009,0.196018974935993,
9,3,3801,1050,189.007898870124,150.547531485294,0.436576535165623,0.309555406189855,34.6065902925449,94.2070069371366,0.0819384220416182,0.11947361535615,
9,4,2695,2156,193.821006178455,90.3160026899688,0.48309432029099,0.188243224214928,53.0955491887509,101.815251741249,0.128439936436296,0.212293974077494,
9,Average,15037,9218,212.370815403818,117.330560766169,0.506614244649021,0.237513806695702,41.3904920444578,85.6324097485057,0.102821966402114,0.171717153863822,
Average,,169935,72615,191.634049140673,132.669889263506,0.454319791722995,0.270148444071531,44.7329558316291,76.6840435079829,0.115474588513105,0.164458942995597,
