Start report at 10: 25:26 PM,10,iterations,5,generations, kValue:,10,Inherit ELO:,False,ELO cutoff:,1000
Iteration, Generation, Total correct guesses, Total wrong guesses, Average rating difference correct guesses, Standard deviation, Average predicted outcome difference correct guesses, Standard deviation, Average rating difference wrong guesses, Standard deviation, Average predicted outcome difference wrong guesses, Standard deviation
3,0,3054,1797,159.122139420309,85.1109489847978,0.409372110596129,0.20651357507458,17.224436318932,20.8635959908056,0.0491621365450164,0.0585289535979349,
3,1,4021,830,91.7518960139709,98.6641899333261,0.236495042492599,0.239927078307958,19.7775163732215,22.2025038874658,0.0564920917789351,0.062868526835462,
3,2,3654,1197,132.217588423896,76.1970943772274,0.349062271289566,0.189776596255636,16.8978426337889,17.5578212665523,0.0483993485034905,0.0499143323758859,
3,3,2925,1926,97.8199291871384,69.1242179584547,0.264213388167229,0.178042858281623,52.3965364387018,73.2626471491996,0.139858099122228,0.186086637132736,
3,4,1956,2895,156.722585444535,59.8740774420883,0.413010144030832,0.143747805913045,11.4144288978229,9.01912235441534,0.0328127792863335,0.0258628135575474,
3,Average,15610,8645,123.682839574927,86.1156562545016,0.323979150097939,0.212930534628133,23.3146175971865,40.6692611142986,0.0644912100231275,0.105202769853754,
4,0,3396,1455,142.606081619266,114.807269767469,0.353879816132172,0.257836161595105,35.0902701385159,59.4349479454536,0.0940538970883727,0.145128846878579,
4,1,2788,2063,78.6306192680647,53.468787887933,0.217124991142125,0.14017819706998,22.4552322537265,33.3571183829213,0.063361595584659,0.0922994037255185,
4,2,3659,1192,127.994297970824,67.8772706670583,0.342188175316236,0.174845392913388,11.7257789933728,8.48872547592949,0.0337134553503244,0.0243798746081811,
4,3,3430,1421,103.614769846593,67.12993006417,0.279939240361537,0.171052153891734,51.8936591738615,85.5460563170908,0.133332580588154,0.205644300980302,
4,4,3634,1217,137.314319576226,98.6975609951926,0.350547200598799,0.219293607454397,21.9848934283101,44.8129128337601,0.0605868862293725,0.120359116262126,
4,Average,16907,7348,119.846362683353,87.4166731413162,0.313081385567358,0.205043036663559,28.8316713036729,54.3015136997558,0.0777013702081156,0.135306777343139,
5,0,2524,2327,105.511217579588,61.0453291247411,0.285897364566396,0.148220726197066,57.4612451144503,76.4055060824234,0.153330047425567,0.196299311874717,
5,1,2976,1875,154.820455935119,106.368419102954,0.386212245605231,0.223147853354115,19.7900255471745,34.4122138281368,0.0555340691518609,0.093930482063352,
5,2,3029,1822,118.927173655395,66.2563653980642,0.319412299422154,0.169058185184411,28.4104978272641,43.7246065490738,0.0790755018894856,0.118271382435989,
5,3,3072,1779,111.231342136489,50.7424918861179,0.304035382402899,0.132268621237163,28.4974044168446,42.3492383741441,0.0791353799079888,0.109606503172291,
5,4,3291,1560,139.280328795487,59.6965731373095,0.371763039861092,0.148952055255111,8.52574267932419,14.7631114334229,0.0244076997378681,0.0419566763608308,
5,Average,14892,9363,126.736546074754,73.7220878675817,0.335478196680166,0.171692102579705,30.6076667052084,52.1806009560446,0.0837187671589296,0.136379099235621,
6,0,3721,1130,110.802347745651,75.8417385112736,0.296563373071962,0.198332845909724,14.359733182299,9.91780128400676,0.041269291125143,0.0284606032000387,
6,1,3805,1046,122.222929200247,112.288347150161,0.305766660821914,0.25456599688325,29.773425589523,51.2930713313788,0.0810296448087327,0.130125613999742,
6,2,3754,1097,123.104936866943,67.9433458914113,0.329281554752124,0.168789410702373,12.7733018609163,17.8067909621029,0.0364426721164981,0.049351324421383,
6,3,3452,1399,124.995987245427,69.2715152077793,0.333682962705279,0.17266176392928,40.0743214310923,85.3082643333693,0.0990522303829344,0.185517484178225,
6,4,2792,2059,87.4591380459887,68.0927779330828,0.237042977823928,0.174715653175216,60.7967488967642,69.8413280092406,0.164488975143441,0.182771867510238,
6,Average,17524,6731,114.99439488488,82.4720835352581,0.303399623003349,0.200747100104598,36.046099459902,62.01491708559,0.0963639561549867,0.151949905814673,
7,0,3168,1683,161.368912243421,109.696691339277,0.40123439327087,0.253257948300643,19.9834944135622,25.0106037838128,0.0568365974854475,0.0696099005915782,
7,1,1769,3082,49.0802719483531,62.4995075292394,0.134539123230027,0.168539443511786,17.2968544685303,30.7773103214188,0.0482348353006399,0.077441246418617,
7,2,2740,2111,117.835444857298,54.1043092684008,0.319822921145949,0.13592826055354,59.076755046536,90.932356309745,0.151944839023908,0.223214186276775,
7,3,3474,1377,158.765831210985,115.88353461642,0.39003805357904,0.246825690788059,24.3672280107808,30.0614107083099,0.0690501626940171,0.0832999318950523,
7,4,3284,1567,125.950141057224,92.0787423906734,0.326318008679775,0.22060981282969,28.6555936230265,38.7837102993756,0.0802357054822904,0.103907769249759,
7,Average,14435,9820,130.660311384252,100.423972404008,0.333359584998538,0.231243553466767,29.5426827547252,52.9421850846903,0.0800287918191917,0.132881293137602,
8,0,3453,1398,123.33223017942,62.767856089804,0.331276277729196,0.156879978516284,11.3489844901108,16.0867837546064,0.0324566584772303,0.0452789067057617,
8,1,2500,2351,80.6214311792839,43.7323752415388,0.224458212018285,0.116834705838798,25.583965711549,40.4310976211463,0.0714882253728144,0.110055957383267,
8,2,2943,1908,67.9249786258039,45.2720197021329,0.189915110917054,0.123985294018791,19.7702229368523,30.683724577535,0.0559021133635873,0.0851012658232959,
8,3,3277,1574,128.252529530735,68.7721637543999,0.341243837993169,0.161974287774547,14.9583264554786,32.250764129733,0.0417351020296475,0.0869648905972913,
8,4,2314,2537,72.8899146541108,53.7988916274952,0.202104859530563,0.146318311461781,83.5088978739098,82.2231927320546,0.222638110006813,0.213538301430274,
8,Average,14487,9768,97.7617023976887,62.5629513470913,0.26574786985096,0.15849609170861,35.7434325159267,57.9649505130906,0.0973206791955703,0.15283875453347,
9,0,2340,2511,108.792239725904,46.0913964441111,0.298720143216919,0.121053613469158,48.290120566699,82.5465931693407,0.125454104417417,0.206151847896887,
9,1,3003,1848,165.564465699602,121.515891739145,0.401065761094511,0.2333858959686,13.4691725278572,34.1150165390098,0.0370927690890837,0.0883328593598404,
9,2,2989,1862,117.934784077595,71.8248829971443,0.315767986585564,0.186240391112503,16.2608282207231,27.040972627583,0.0457355148082967,0.0709098926921838,
9,3,3781,1070,116.000174536652,79.9232541973077,0.30681078251285,0.195358542095078,22.0619561650304,41.8039723538619,0.060767293272591,0.108857616519161,
9,4,3287,1564,113.288098942149,49.0158276492845,0.309794527762654,0.128494627996219,18.6155129791731,30.4107819328754,0.0525559432053385,0.0834679921468883,
9,Average,15400,8855,124.366600143401,81.8768688196116,0.32633651357374,0.183992179902576,25.8775992227508,53.930261655697,0.0695585229832447,0.13669328421447,
Average,,154755,87795,121.174356856346,84.7395600703583,0.317498379265908,0.199749210746291,30.2284865727858,53.1166545509845,0.082184507430272,0.135718089645911,
