Start report at 10: 51:42 PM,10,iterations,5,generations, kValue:,20,Inherit ELO:,True,ELO cutoff:,1000
Iteration, Generation, Total correct guesses, Total wrong guesses, Average rating difference correct guesses, Standard deviation, Average predicted outcome difference correct guesses, Standard deviation, Average rating difference wrong guesses, Standard deviation, Average predicted outcome difference wrong guesses, Standard deviation
0,0,3721,1130,179.431177224446,97.2980328448069,0.449361245094258,0.227351545124048,24.3782155651287,16.6324290942763,0.0698707340599472,0.0474508738374505,
0,1,2858,1993,167.459300341911,105.216064069663,0.416196059122322,0.218291524672521,51.3514853142861,79.6388709322994,0.134234559503699,0.193920364261085,
0,2,3165,1686,193.926978943007,124.083466006942,0.46210924917269,0.229616359136131,85.6966972387829,117.288593522243,0.208523770592589,0.253247163140211,
0,3,3257,1594,263.424473207248,131.394012077705,0.588824598919476,0.242298332932405,72.4550807587179,120.527250851611,0.172341967295332,0.265486890913884,
0,4,3105,1746,350.281641475811,162.505264746751,0.702434438378035,0.212016691386575,49.0433581692601,102.522914974053,0.115616082379719,0.188789754340694,
0,Average,16106,8149,230.07816870746,142.531315682797,0.522972678097817,0.249770150106283,58.350549448703,99.566718324636,0.144144466744566,0.214891600237788,
1,0,2865,1986,163.935368751658,68.9045264289435,0.426866303349327,0.165704675366158,31.9429162712156,75.0557857013436,0.0804206858985802,0.170914222910032,
1,1,3017,1834,327.756331134535,146.717658474815,0.682216750981293,0.217910902010797,33.2201569519133,56.9663245264852,0.0896003997634127,0.142077944787654,
1,2,2743,2108,249.767671250132,120.092773014166,0.574789748725223,0.212484079823477,55.1651366090311,106.566530677684,0.131752960272496,0.225563093557836,
1,3,2333,2518,287.357239326339,101.381540298808,0.648440345550857,0.194845960098628,105.386854131711,138.097180399225,0.246565404369572,0.292123590203282,
1,4,2857,1994,324.386978403188,171.415851745949,0.652028394087964,0.292900399223156,66.0333912309994,96.8102249774211,0.166942574127831,0.216877836091831,
1,Average,13815,10440,270.778605963935,142.008016530634,0.595984410107792,0.240709027389894,61.0811483098221,105.392311592853,0.148995501592775,0.229943264272123,
2,0,3340,1511,241.274412510096,161.439030311165,0.526281772898075,0.299026956378727,29.7527936608717,32.292522617297,0.0839884744239912,0.0864316799090843,
2,1,2849,2002,265.267902353815,173.625088919666,0.556909971053533,0.296260611220731,41.6549987757734,59.7793311610817,0.112331808702805,0.139001340556705,
2,2,2278,2573,165.742851676761,109.80933303501,0.410232922075601,0.246691185440308,55.1230274346254,82.2396120937612,0.143227242674211,0.19465984819075,
2,3,3435,1416,317.363581374981,130.757065626436,0.676788204901773,0.194101149807646,47.2495851613385,53.7109765168297,0.130409711570224,0.141862343822112,
2,4,3483,1368,394.879816853696,156.977944416434,0.75905755313046,0.1752166626344,13.1191837224406,12.285727975763,0.0376732004233591,0.0351523300842712,
2,Average,15385,8870,286.296867847508,167.273319769973,0.601072029047142,0.27191311836124,40.0263567396531,60.2877744765111,0.107837164717136,0.146061542740807,
3,0,2544,2307,169.376696655179,70.4465850509848,0.438610440241263,0.167157665049122,25.9195162319827,28.2126895738286,0.0735425722944545,0.0772005522936055,
3,1,2545,2306,216.407885082206,90.0164536884323,0.529572885622808,0.168453946657497,60.8054227401932,126.446497143899,0.136496134176082,0.258123697049376,
3,2,2579,2272,192.742452834129,120.838140408735,0.462149582081369,0.246254601970591,63.9703602061977,84.5043911462112,0.167131843524397,0.201714070814897,
3,3,3435,1416,251.077936199174,143.059090778301,0.560169831501076,0.249345788872524,60.5196976327126,93.6963626714517,0.153745998175825,0.222671045594534,
