Start report at 03: 16:17 PM,10,iterations,5,generations, kValue:,15,Inherit ELO:,True,ELO cutoff:,1000,
Iteration, Generation, Total correct guesses, Total wrong guesses, Average rating difference correct guesses, Standard deviation, Average predicted outcome difference correct guesses, Standard deviation, Average rating difference wrong guesses, Standard deviation, Average predicted outcome difference wrong guesses, Standard deviation
0,0,1291,1159,"265,805571124818","75,2426886679373","0,628409621439414","0,0982026524688617","18,3555944575787","42,5060781193646","0,0500567537481307","0,109828382672623"
0,1,1616,834,"236,525324906824","75,9493777604559","0,574145856494992","0,139230306701104","7,10774133453444","9,07748479550154","0,020433598794175","0,0260793609724857"
0,2,1287,1163,"198,953201036541","157,527499788561","0,445970895414643","0,313422954599775","34,1948053716407","38,8004557216463","0,0964563133616656","0,108025742998426"
0,3,1173,1277,"77,2032807438233","49,2155872233363","0,214207910872979","0,131370612394512","45,5803539537912","44,7754083721471","0,127769772905387","0,122967381037256"
0,4,1222,1228,"121,842404350359","73,788455252551","0,323544483375107","0,178980159338095","55,7929880984661","64,3614491498927","0,152393130095766","0,170790602089576"
0,Average,6589,5661,"185,291175221466","116,571092422368","0,44918778356522","0,240265108799424","34,2148825791311","48,2912971955605","0,0949543994322245","0,129982839304293"
1,0,972,1478,"55,053914874441","34,2193622518712","0,155640519394788","0,0953526675363907","27,5041475649129","32,83692029977","0,0779579369020358","0,0919196211514643"
1,1,941,1509,"61,9158645356293","49,2782494531824","0,172085022006983","0,129859083807577","35,4446180016301","43,3442299551254","0,0991965156724437","0,11747568577951"
1,2,1057,1393,"75,4454031405449","45,4735684505033","0,210295979292884","0,123366103953984","41,3184290035745","39,710872983151","0,116556241363417","0,110646347787205"
1,3,1739,711,"215,503815286567","133,650342198612","0,498719818786869","0,256418968049823","42,2471048673821","65,1667393314357","0,114344516941242","0,172935419332464"
1,4,1680,770,"348,653820930229","156,405403564096","0,701489678985194","0,200458289427822","19,208378353347","29,6517432021813","0,054542012772595","0,0838223339940652"
1,Average,6389,5861,"180,313128635415","161,963237901718","0,404018448307776","0,289955556027384","33,530416850395","42,6822714578995","0,0939376417830213","0,116585421645781"
2,0,1022,1428,"72,4251270512146","66,3226132852273","0,195971188160099","0,157243583824589","32,0269684535068","40,1188009028388","0,0900392257796363","0,11065741883971"
2,1,1521,929,"253,722410154152","94,7654070261894","0,596043607451588","0,175524078243165","18,1652350744493","64,4534891305405","0,0437328826923585","0,142113903488355"
2,2,1412,1038,"292,264628344048","105,999479695531","0,654911468171981","0,175180151025449","21,9328986881529","62,7850077092397","0,0555596408485502","0,147574134834925"
2,3,1111,1339,"112,740591897571","40,0539631052355","0,310121020520008","0,105710461815064","56,8746335580324","76,2377968455855","0,151546127785998","0,19512288468622"
2,4,1372,1078,"236,077915009314","124,803187863203","0,547142963032964","0,20540327707389","42,6806869412048","63,8842588402615","0,115398581970898","0,165636396763177"
2,Average,6438,5812,"205,306246956132","124,804540347384","0,485682583623993","0,239708647592201","35,7090980782688","63,7037131065967","0,0953535282356154","0,159700042057838"
3,0,1480,970,"259,471478619723","84,1849061063217","0,611393510822317","0,154140900821967","14,2787214691471","56,9224606264224","0,034372415058586","0,123913788422977"
3,1,1619,831,"194,813706714009","100,187485072568","0,479649970028692","0,22343914754295","18,7358961432998","32,9886042812759","0,0526806434186011","0,0903900460495447"
3,2,1705,745,"313,642085033564","161,036497170738","0,646490250129521","0,260145391196466","24,8338727381593","43,0586135907648","0,069033712621789","0,11696797344457"
3,3,1202,1248,"197,860861975032","133,293442323561","0,463262561736913","0,257121971382884","60,3000055726816","72,3641914380737","0,162218359399276","0,186363488430196"
3,4,1365,1085,"164,193037498749","79,0930926970625","0,422802890958835","0,179376143834846","92,2917824012344","117,458861110013","0,228146241504865","0,28355965276312"
3,Average,7371,4879,"230,108965783364","129,29421963752","0,531494928684152","0,236659939970447","45,7700585304631","80,2750033131036","0,118576789865545","0,197431334675175"
4,0,1604,846,"264,935358813354","107,72491166335","0,608733551334738","0,178652286755158","20,1890772245861","35,9159731848679","0,0565845966105308","0,0984229763567363"
4,1,1637,813,"335,827819363526","120,937617927957","0,70821874985475","0,160340611670414","3,35695810999953","4,93220851103935","0,0096574437930319","0,0141807014485497"
4,2,1578,872,"372,598360169358","126,965560938844","0,749716165770512","0,161469045797143","7,9250366563658","12,1862998606917","0,0227539070588195","0,0349466519109381"
4,3,1142,1308,"93,0968972466575","84,9544593034254","0,244161947136413","0,195443559621611","31,2149879553783","42,1316246442758","0,087522155974449","0,116062807840012"
4,4,1103,1347,"190,415613654481","133,842565826406","0,447913615297329","0,233968439611656","37,8602469603632","45,8497960286783","0,105850197137316","0,125779784951226"
4,Average,7064,5186,"265,998265387675","151,601604473567","0,579232231135582","0,255227167780529","22,8589963634833","37,5138790513376","0,0641385794543152","0,103326080175426"
5,0,1650,800,"273,198738129354","81,6279321219861","0,636468732566672","0,125748058397939","4,3017651115781","5,96125518112733","0,0123746702982614","0,0171421764349538"
5,1,1637,813,"288,897049693395","121,113845883338","0,639563270080432","0,192765256285583","7,86729264585499","10,7098134151602","0,0226058032740322","0,0307457352689908"
5,2,1252,1198,"98,9318477020288","48,6743358002606","0,272426792989257","0,128510946195304","61,8423503186834","80,4057381850276","0,163570024068414","0,201817932296724"
5,3,1075,1375,"82,2942877678834","56,6490978941906","0,226036122432388","0,146479771713625","46,4459415711275","55,1953507733401","0,128085688227237","0,146024834119372"
5,4,1133,1317,"100,253691596272","49,2507580977992","0,275596931822166","0,127968687333759","72,3579108246745","82,1281915929714","0,192370343822464","0,211953425076813"
5,Average,6747,5503,"185,21103505462","123,812218726988","0,443672296138811","0,241347426031215","44,1728502468693","67,0092241578206","0,118790606443938","0,172903519365574"
6,0,1366,1084,"219,686143174348","64,2537974842954","0,546953122903885","0,116059566999978","46,605960198884","97,0218631520158","0,113369444085101","0,224808831828588"
6,1,1574,876,"292,456275259417","127,575065962935","0,639840249796406","0,223068968860321","8,71575256372723","9,92042572798016","0,0250511874406658","0,0284851684360039"
6,2,1345,1105,"99,1253317866257","71,6277779622294","0,26610552453873","0,177382071584018","48,3961528576934","64,3776558605908","0,130952102926267","0,164044956774635"
6,3,1330,1120,"157,773813958776","84,236924312982","0,406097787365107","0,194020580815796","64,3475756784571","87,7042771532764","0,166728494510601","0,208659584310645"
6,4,1193,1257,"87,0829291596201","67,171511517605","0,23574118157455","0,168169373814473","35,4403785095202","44,449502171775","0,0989046404563672","0,11928472622797"
6,Average,6808,5442,"177,360476959473","117,966999839595","0,43089126562645","0,240183783775793","41,9425669892513","71,2420870583508","0,110363549839273","0,172779017513464"
7,0,1703,747,"264,826139691133","126,184156945729","0,597772221359189","0,185077261581264","6,43006421539393","8,57133433596396","0,0184864486639155","0,0246238292983971"
7,1,1307,1143,"170,152700642728","103,366398342467","0,424894475329589","0,235463680705125","80,5576887880707","93,9177428938003","0,209058163544328","0,233954709034841"
7,2,1241,1209,"155,319880832731","77,9960761738117","0,402684159426107","0,17915678505718","66,093493825288","64,1904364024209","0,180954531323166","0,171166869638586"
7,3,1435,1015,"111,138693937364","78,3736686327142","0,29370102579874","0,173045293826453","57,4356451929075","68,9477195356483","0,155592536025667","0,181347425164877"
7,4,1636,814,"242,170392698158","151,348022721908","0,537453047519053","0,258787686528144","63,8408937244574","80,3238109626421","0,169734164501464","0,20772671312171"
7,Average,7322,4928,"194,184001092839","127,864933818298","0,460776887713824","0,236828305244821","58,2490660817667","75,2033299969741","0,155768449761173","0,193853730618645"
8,0,1504,946,"160,651169183493","81,1711260746406","0,414114719886599","0,190217758055964","62,1789678625801","98,0710024230771","0,156599200157144","0,23478752983722"
8,1,1555,895,"269,124148819888","101,826525639211","0,619944938682501","0,17035759944194","25,1365313933579","66,4466820864169","0,0636124905027493","0,154509991622561"
8,2,1145,1305,"299,503369918202","75,2381476379748","0,680621542507191","0,150454380042576","38,9648227075969","64,3130649524898","0,103918245664173","0,157085048927112"
8,3,1228,1222,"159,98217839749","73,4739719991291","0,416090543937208","0,177333649449938","60,9311863020391","84,3973748451053","0,159418994893311","0,20803613620286"
8,4,1634,816,"212,012500394165","102,388800101926","0,514030322262347","0,22649464833282","16,0017788166667","23,2957530705164","0,0455826009194011","0,0654722722812014"
8,Average,7066,5184,"218,78365541175","104,442839614563","0,5260457570143","0,213770863174354","42,3771130408876","75,0968561617288","0,11047352373654","0,18241531970976"
9,0,1511,939,"270,549739326398","98,0084426306018","0,623411499956452","0,167967306354737","5,47285985691595","6,20961042713647","0,0157429886883876","0,0178518231771525"
9,1,1375,1075,"154,227530556719","80,7317311268136","0,399060660823418","0,188830629322139","39,9463595457575","47,8388689244568","0,111429881127363","0,130540304455363"
9,2,1704,746,"225,642056983682","127,445756351455","0,524649074247608","0,238405550784674","70,3128621591978","107,970395349456","0,174176062170787","0,256339635845352"
9,3,1542,908,"223,409343365156","103,656644114145","0,535671945820446","0,204685734968179","67,5630395058953","113,321730356483","0,161799271098551","0,234853226545693"
9,4,1421,1029,"213,514121116309","87,1357620615355","0,525027275916137","0,163045754710255","79,3114148724048","133,152638606853","0,180079194993467","0,266385470617114"
9,Average,7553,4697,"218,887640581652","108,210723038865","0,523865365697904","0,208230290709662","51,84020286633","97,3609316323217","0,127042870082069","0,210578825741942"
Average,,69347,53153,"206,900061702527","130,169347049673","0,485265545186485","0,245962562576427","40,6595074815114","67,8662967741723","0,108080523852288","0,167386610731819"
