Start report at 10: 46:56 PM,10,iterations,5,generations, kValue:,10,Inherit ELO:,True,ELO cutoff:,1000,
Iteration, Generation, Total correct guesses, Total wrong guesses, Average rating difference correct guesses, Standard deviation, Average predicted outcome difference correct guesses, Standard deviation, Average rating difference wrong guesses, Standard deviation, Average predicted outcome difference wrong guesses, Standard deviation
0,0,2932,1919,"71,6223306158585","51,643056125766","0,199105379532378","0,141176375313463","37,9293839856053","59,5733395091651","0,103081367424561","0,15580628437132"
0,1,1514,3337,"163,032982882106","85,3112017950535","0,418209440649798","0,206629897014108","8,08735054713746","10,3683455740046","0,0232167359794259","0,0295096067016036"
0,2,1937,2914,"131,549185669757","85,9479443832696","0,342701715516488","0,207091364433453","42,3186702470563","60,5392986883698","0,115396851346709","0,159685614207429"
0,3,2917,1934,"223,349623005022","74,5427165499459","0,549852768525484","0,136309476990788","8,25950008141841","28,5199055368858","0,0226041807731762","0,0736031684567181"
0,4,1563,3288,"120,798949266772","88,4974087954547","0,314632327752988","0,209526562755719","68,1491696162458","78,2164582073326","0,18149546021128","0,194125853061139"
0,Average,10863,13392,"142,866518466459","94,4949705645675","0,366054510075939","0,218481611851188","34,5832530316439","59,3175401285564","0,0934906941207737","0,152492973214404"
1,0,2843,2008,"149,674428665132","45,8622997582358","0,400484199316731","0,113634636587657","22,1717916842268","30,6160673548907","0,0628579378224971","0,0858623986173793"
1,1,2420,2431,"84,5277830857535","44,6518507792458","0,234939503074791","0,119932268190909","35,2557060584343","62,9551392925225","0,0933593699675842","0,150219926311878"
1,2,2284,2567,"106,877048579956","94,3166465430899","0,275961969826935","0,213222101847059","66,8364973730952","87,5882284539892","0,17422687780688","0,212554341759742"
1,3,2916,1935,"156,025544132777","101,907964278458","0,392293286652193","0,230364077086723","57,9422043105909","91,9865751571154","0,147382728548399","0,21604467091371"
1,4,2653,2198,"175,415811912768","114,61628958208","0,42853696847292","0,228621889484673","39,2180258274001","64,7441939481015","0,104138106515706","0,150642849614078"
1,Average,13116,11139,"136,820482648282","91,753818935123","0,352109112261331","0,203300082604944","44,8977694583298","73,2063281745156","0,118008519681453","0,175637964214118"
2,0,2773,2078,"153,173473885157","80,8684975406156","0,397394927990036","0,197792579306044","23,5566884823698","37,4292709357716","0,0655762107579009","0,0972809785977668"
2,1,2643,2208,"130,249681378446","78,0644852222022","0,343191920839328","0,193348188674836","33,125815610638","44,0649934808045","0,0925324054400685","0,119919048651761"
2,2,2298,2553,"162,857227441175","51,5229391967896","0,43019361515947","0,127471167441883","61,3142495717183","73,0868640267518","0,164888403168686","0,188507565623389"
2,3,2872,1979,"222,171538498766","115,174382435205","0,525035226010183","0,2243434019353","61,0607442186535","91,9247582407317","0,156350192375571","0,220080947381103"
2,4,1949,2902,"143,702451038221","91,8964848118933","0,369159090917501","0,211934602649647","65,2020415080687","76,7829321526058","0,1742084853681","0,195436237498377"
2,Average,12535,11720,"164,451423635304","93,1460246678725","0,416833629599573","0,205734378435102","50,2289604058347","70,340771788359","0,134514425401512","0,177793236722195"
3,0,3085,1766,"132,666710840437","60,8961999193048","0,355201196693273","0,151914379117559","20,5434385184921","41,4905769074019","0,0558766079198444","0,097993972621325"
3,1,2722,2129,"197,111634516537","113,06152143142","0,475857393866978","0,222557933690477","15,0497784025479","21,0036331914252","0,0429077559462378","0,0588334833325255"
3,2,2602,2249,"157,011748753756","91,6403218279175","0,399897634986169","0,197393655876028","54,9193042120256","93,1093917531142","0,13928294374048","0,224921172142457"
3,3,2875,1976,"202,698412352372","116,933713570657","0,485137051541748","0,233086113119942","50,5294583980597","96,8095171933896","0,123905554005591","0,20942332206706"
3,4,2842,2009,"272,50411707204","103,123639195541","0,624242153988268","0,198416202533377","60,1348572465598","85,6461585771453","0,156377734592338","0,210259912058912"
3,Average,14126,10129,"191,956242289809","109,858797518066","0,467257425241104","0,222160403051122","40,723797395442","77,1283398717654","0,104874744395239","0,181780992821663"
4,0,2538,2313,"90,6252775510286","52,3473628314899","0,24947467324047","0,135422747460694","17,7788230573288","21,6967857509306","0,0507390128984433","0,0610632029115071"
